loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-01771,6250.0,2022-05-12,cash,Loan Repayment,PMT-02148
JUTEM-01771,6250.0,2023-05-12,cash,Loan Repayment,PMT-02149
JUTEM-01772,7404.5,2022-05-28,cash,Loan Repayment,PMT-02150
JUTEM-01772,7404.5,2023-05-28,cash,Loan Repayment,PMT-02151
JUTEM-01773,6250.0,2022-07-09,cash,Loan Repayment,PMT-02152
JUTEM-01774,6875.0,2022-09-11,cash,Loan Repayment,PMT-02153
JUTEM-01775,16250.0,2022-10-28,cash,Loan Repayment,PMT-02154
JUTEM-01775,16250.0,2022-11-28,cash,Loan Repayment,PMT-02155
JUTEM-01776,12500.0,2023-01-30,cash,Loan Repayment,PMT-02156
JUTEM-01777,8125.0,2023-03-16,cash,Loan Repayment,PMT-02157
JUTEM-01778,4093.75,2023-05-27,cash,Loan Repayment,PMT-02158
JUTEM-01779,3600.0,2023-07-25,cash,Loan Repayment,PMT-02159
JUTEM-01780,7500.0,2023-09-29,cash,Loan Repayment,PMT-02160
JUTEM-01781,7618.75,2023-11-20,cash,Loan Repayment,PMT-02161
JUTEM-01782,3750.0,2023-03-11,cash,Loan Repayment,PMT-02162
JUTEM-01783,2500.0,2023-06-30,cash,Loan Repayment,PMT-02163
JUTEM-01784,1250.0,2023-07-29,cash,Loan Repayment,PMT-02164
JUTEM-01785,3000.0,2023-10-26,cash,Loan Repayment,PMT-02165
JUTEM-01785,3000.0,2023-11-26,cash,Loan Repayment,PMT-02166
JUTEM-01786,3120.0,2024-01-25,cash,Loan Repayment,PMT-02167
JUTEM-01787,3750.0,2021-09-26,cash,Loan Repayment,PMT-02168
JUTEM-01787,3750.0,2021-11-26,cash,Loan Repayment,PMT-02169
JUTEM-01788,4000.0,2022-01-03,cash,Loan Repayment,PMT-02170
JUTEM-01789,3500.0,2022-01-22,cash,Loan Repayment,PMT-02171
JUTEM-01790,58000.0,2025-09-07,cash,Loan Repayment,PMT-02172
JUTEM-01791,103000.0,2025-11-20,cash,Loan Repayment,PMT-02173
JUTEM-01792,30600.0,2025-11-30,cash,Loan Repayment,PMT-02174
JUTEM-01793,172500.0,2026-01-04,cash,Loan Repayment,PMT-02175
JUTEM-01794,9066.67,2025-08-30,cash,Loan Repayment,PMT-02176
JUTEM-01794,9066.67,2025-09-30,cash,Loan Repayment,PMT-02177
JUTEM-01794,9066.67,2025-10-30,cash,Loan Repayment,PMT-02178
JUTEM-01795,3210.0,2025-11-21,cash,Loan Repayment,PMT-02179
JUTEM-01796,6100.0,2025-08-25,cash,Loan Repayment,PMT-02180
JUTEM-01797,29500.0,2022-01-17,cash,Loan Repayment,PMT-02181
JUTEM-01798,42000.0,2022-03-29,cash,Loan Repayment,PMT-02182
JUTEM-01799,22570.0,2022-04-13,cash,Loan Repayment,PMT-02183
JUTEM-01800,48400.0,2022-04-29,cash,Loan Repayment,PMT-02184
JUTEM-01801,48300.0,2022-05-10,cash,Loan Repayment,PMT-02185
JUTEM-01802,8400.0,2022-06-04,cash,Loan Repayment,PMT-02186
JUTEM-01802,8400.0,2023-06-04,cash,Loan Repayment,PMT-02187
JUTEM-01802,8400.0,2024-10-04,cash,Loan Repayment,PMT-02188
JUTEM-01803,33695.0,2022-06-13,cash,Loan Repayment,PMT-02189
JUTEM-01804,11622.3,2022-07-14,cash,Loan Repayment,PMT-02190
JUTEM-01805,9853.74,2022-08-12,cash,Loan Repayment,PMT-02191
JUTEM-01806,7500.0,2022-09-10,cash,Loan Repayment,PMT-02192
JUTEM-01806,6900.0,2023-09-10,cash,Loan Repayment,PMT-02193
JUTEM-01807,5000.0,2023-03-11,cash,Loan Repayment,PMT-02194
JUTEM-01808,48400.0,2023-04-01,cash,Loan Repayment,PMT-02195
JUTEM-01809,33120.0,2023-07-12,cash,Loan Repayment,PMT-02196
JUTEM-01810,26184.0,2023-08-10,cash,Loan Repayment,PMT-02197
JUTEM-01811,8000.3,2023-10-11,cash,Loan Repayment,PMT-02198
JUTEM-01812,9945.0,2023-10-27,cash,Loan Repayment,PMT-02199
JUTEM-01813,6000.0,2024-02-18,cash,Loan Repayment,PMT-02200
JUTEM-01814,12000.0,2024-04-03,cash,Loan Repayment,PMT-02201
JUTEM-01815,8400.0,2024-04-07,cash,Loan Repayment,PMT-02202
JUTEM-01816,108000.0,2024-07-08,cash,Loan Repayment,PMT-02203
JUTEM-01817,121000.0,2024-08-25,cash,Loan Repayment,PMT-02204
JUTEM-01818,6000.0,2024-10-04,cash,Loan Repayment,PMT-02205
JUTEM-01819,8125.0,2022-05-15,cash,Loan Repayment,PMT-02206
JUTEM-01820,36000.0,2025-05-25,cash,Loan Repayment,PMT-02207
JUTEM-01821,36000.0,2025-06-02,cash,Loan Repayment,PMT-02208
JUTEM-01821,36000.0,2025-07-02,cash,Loan Repayment,PMT-02209
JUTEM-01822,96000.0,2025-08-01,cash,Loan Repayment,PMT-02210
JUTEM-01823,43200.0,2025-09-01,cash,Loan Repayment,PMT-02211
JUTEM-01824,32640.0,2025-09-30,cash,Loan Repayment,PMT-02212
JUTEM-01825,18611.6,2025-10-30,cash,Loan Repayment,PMT-02213
JUTEM-01826,10248.28,2025-11-30,cash,Loan Repayment,PMT-02214
JUTEM-01827,12000.0,2025-12-14,cash,Loan Repayment,PMT-02215
JUTEM-01828,23800.0,2026-02-28,cash,Loan Repayment,PMT-02216
JUTEM-01830,12000.0,2024-10-06,cash,Loan Repayment,PMT-02217
JUTEM-01831,24000.0,2025-02-28,cash,Loan Repayment,PMT-02218
JUTEM-01832,5000.0,2023-01-03,cash,Loan Repayment,PMT-02219
JUTEM-01833,6250.0,2022-10-14,cash,Loan Repayment,PMT-02220
JUTEM-01834,12200.0,2024-02-10,cash,Loan Repayment,PMT-02221
JUTEM-01835,1840.0,2023-01-06,cash,Loan Repayment,PMT-02222
JUTEM-01836,67500.0,2023-09-17,cash,Loan Repayment,PMT-02223
JUTEM-01836,67500.0,2023-10-17,cash,Loan Repayment,PMT-02224
JUTEM-01837,1650.0,2021-12-31,cash,Loan Repayment,PMT-02225
JUTEM-01838,6250.0,2022-01-03,cash,Loan Repayment,PMT-02226
JUTEM-01839,750.0,2022-04-30,cash,Loan Repayment,PMT-02227
JUTEM-01839,750.0,2023-04-30,cash,Loan Repayment,PMT-02228
JUTEM-01840,2040.0,2022-05-28,cash,Loan Repayment,PMT-02229
JUTEM-01841,1200.0,2022-07-05,cash,Loan Repayment,PMT-02230
JUTEM-01842,650.0,2022-08-24,cash,Loan Repayment,PMT-02231
JUTEM-01842,625.0,2023-03-24,cash,Loan Repayment,PMT-02232
JUTEM-01843,650.0,2022-10-31,cash,Loan Repayment,PMT-02233
JUTEM-01844,826.0,2023-10-24,cash,Loan Repayment,PMT-02234
JUTEM-01845,3125.0,2023-11-22,cash,Loan Repayment,PMT-02235
JUTEM-01845,3050.0,2024-01-22,cash,Loan Repayment,PMT-02236
JUTEM-01845,3125.0,2024-05-22,cash,Loan Repayment,PMT-02237
JUTEM-01846,2725.0,2023-12-16,cash,Loan Repayment,PMT-02238
JUTEM-01847,2562.0,2024-02-22,cash,Loan Repayment,PMT-02239
JUTEM-01848,3172.0,2024-03-23,cash,Loan Repayment,PMT-02240
JUTEM-01849,1150.0,2024-04-21,cash,Loan Repayment,PMT-02241
JUTEM-01850,3437.1,2024-06-22,cash,Loan Repayment,PMT-02242
JUTEM-01851,2350.0,2024-08-22,cash,Loan Repayment,PMT-02243
JUTEM-01851,2400.0,2025-02-22,cash,Loan Repayment,PMT-02244
JUTEM-01852,4375.0,2024-09-22,cash,Loan Repayment,PMT-02245
JUTEM-01853,5490.0,2024-10-21,cash,Loan Repayment,PMT-02246
JUTEM-01853,5400.0,2024-11-21,cash,Loan Repayment,PMT-02247
JUTEM-01854,6000.0,2024-12-21,cash,Loan Repayment,PMT-02248
JUTEM-01854,6000.0,2025-04-21,cash,Loan Repayment,PMT-02249
JUTEM-01855,4800.0,2025-01-22,cash,Loan Repayment,PMT-02250
JUTEM-01856,7200.0,2025-03-22,cash,Loan Repayment,PMT-02251
JUTEM-01856,7200.0,2025-05-22,cash,Loan Repayment,PMT-02252
JUTEM-01857,8300.1,2025-05-22,cash,Loan Repayment,PMT-02253
JUTEM-01858,8050.0,2025-07-22,cash,Loan Repayment,PMT-02254
JUTEM-01858,8000.3,2025-07-22,cash,Loan Repayment,PMT-02255
JUTEM-01858,8330.0,2025-08-22,cash,Loan Repayment,PMT-02256
JUTEM-01860,6000.0,2023-11-24,cash,Loan Repayment,PMT-02257
JUTEM-01861,22400.0,2023-12-29,cash,Loan Repayment,PMT-02258
JUTEM-01861,22400.0,2024-01-29,cash,Loan Repayment,PMT-02259
JUTEM-01862,5800.0,2024-02-02,cash,Loan Repayment,PMT-02260
JUTEM-01863,6100.0,2024-02-24,cash,Loan Repayment,PMT-02261
JUTEM-01863,6150.0,2024-04-24,cash,Loan Repayment,PMT-02262
JUTEM-01864,6150.0,2024-03-27,cash,Loan Repayment,PMT-02263
JUTEM-01865,34800.0,2025-09-19,cash,Loan Repayment,PMT-02264
JUTEM-01867,3375.0,2022-09-04,cash,Loan Repayment,PMT-02265
JUTEM-01867,3375.0,2022-10-04,cash,Loan Repayment,PMT-02266
JUTEM-01868,1625.0,2024-03-25,cash,Loan Repayment,PMT-02267
JUTEM-01868,1625.0,2024-04-25,cash,Loan Repayment,PMT-02268
JUTEM-01869,2640.0,2024-08-28,cash,Loan Repayment,PMT-02269
JUTEM-01869,2640.0,2024-09-28,cash,Loan Repayment,PMT-02270
JUTEM-01870,3300.0,2025-06-30,cash,Loan Repayment,PMT-02271
JUTEM-01871,4480.0,2026-02-28,cash,Loan Repayment,PMT-02272
JUTEM-01872,6250.0,2023-10-02,cash,Loan Repayment,PMT-02273
JUTEM-01873,23200.0,2023-10-07,cash,Loan Repayment,PMT-02274
JUTEM-01873,23200.0,2023-11-07,cash,Loan Repayment,PMT-02275
JUTEM-01874,8750.0,2023-10-23,cash,Loan Repayment,PMT-02276
JUTEM-01875,8437.5,2023-11-23,cash,Loan Repayment,PMT-02277
JUTEM-01876,38280.0,2023-12-07,cash,Loan Repayment,PMT-02278
JUTEM-01877,12500.0,2023-12-28,cash,Loan Repayment,PMT-02279
JUTEM-01878,13688.0,2024-01-07,cash,Loan Repayment,PMT-02280
JUTEM-01879,11500.0,2024-08-08,cash,Loan Repayment,PMT-02281
JUTEM-01880,180000.0,2024-08-15,cash,Loan Repayment,PMT-02282
JUTEM-01881,94758.0,2024-09-01,cash,Loan Repayment,PMT-02283
JUTEM-01882,94758.0,2024-10-23,cash,Loan Repayment,PMT-02284
JUTEM-01882,94758.0,2024-11-23,cash,Loan Repayment,PMT-02285
JUTEM-01882,94758.0,2024-12-23,cash,Loan Repayment,PMT-02286
JUTEM-01882,94758.0,2025-01-23,cash,Loan Repayment,PMT-02287
JUTEM-01882,94758.0,2025-02-23,cash,Loan Repayment,PMT-02288
JUTEM-01882,94758.0,2025-03-23,cash,Loan Repayment,PMT-02289
JUTEM-01882,99756.0,2025-04-23,cash,Loan Repayment,PMT-02290
JUTEM-01882,99756.0,2025-05-23,cash,Loan Repayment,PMT-02291
JUTEM-01882,94758.0,2025-06-23,cash,Loan Repayment,PMT-02292
JUTEM-01883,101744.99,2025-01-06,cash,Loan Repayment,PMT-02293
JUTEM-01883,101744.99,2025-02-06,cash,Loan Repayment,PMT-02294
JUTEM-01883,101744.99,2025-03-06,cash,Loan Repayment,PMT-02295
JUTEM-01883,106744.16,2025-04-06,cash,Loan Repayment,PMT-02296
JUTEM-01883,106744.16,2025-05-06,cash,Loan Repayment,PMT-02297
JUTEM-01883,101744.99,2025-06-06,cash,Loan Repayment,PMT-02298
JUTEM-01884,35100.0,2025-04-20,cash,Loan Repayment,PMT-02299
JUTEM-01885,100001.04,2025-07-25,cash,Loan Repayment,PMT-02300
JUTEM-01885,100001.04,2025-08-25,cash,Loan Repayment,PMT-02301
JUTEM-01885,100001.04,2025-09-25,cash,Loan Repayment,PMT-02302
JUTEM-01885,100001.04,2025-10-25,cash,Loan Repayment,PMT-02303
JUTEM-01885,100001.04,2025-11-25,cash,Loan Repayment,PMT-02304
JUTEM-01885,100001.04,2025-12-25,cash,Loan Repayment,PMT-02305
JUTEM-01886,378000.0,2025-10-01,cash,Loan Repayment,PMT-02306
JUTEM-01887,415800.0,2025-11-03,cash,Loan Repayment,PMT-02307
JUTEM-01888,453222.0,2026-01-03,cash,Loan Repayment,PMT-02308
JUTEM-01889,55000.0,2026-02-05,cash,Loan Repayment,PMT-02309
JUTEM-01891,59000.0,2025-01-05,cash,Loan Repayment,PMT-02310
JUTEM-01892,70000.0,2022-02-05,cash,Loan Repayment,PMT-02311
JUTEM-01893,1250.0,2022-01-08,cash,Loan Repayment,PMT-02312
JUTEM-01894,2500.0,2022-04-03,cash,Loan Repayment,PMT-02313
JUTEM-01895,2500.0,2022-05-17,cash,Loan Repayment,PMT-02314
JUTEM-01895,2500.0,2022-06-17,cash,Loan Repayment,PMT-02315
JUTEM-01895,2500.0,2023-05-17,cash,Loan Repayment,PMT-02316
JUTEM-01895,2500.0,2023-06-17,cash,Loan Repayment,PMT-02317
JUTEM-01895,2500.0,2023-07-17,cash,Loan Repayment,PMT-02318
JUTEM-01895,2500.0,2023-09-17,cash,Loan Repayment,PMT-02319
JUTEM-01896,2500.0,2022-05-08,cash,Loan Repayment,PMT-02320
JUTEM-01897,2400.0,2023-10-25,cash,Loan Repayment,PMT-02321
JUTEM-01898,2280.0,2023-11-25,cash,Loan Repayment,PMT-02322
JUTEM-01898,2280.0,2024-01-25,cash,Loan Repayment,PMT-02323
JUTEM-01898,2280.0,2024-02-25,cash,Loan Repayment,PMT-02324
JUTEM-01899,2280.0,2023-12-24,cash,Loan Repayment,PMT-02325
JUTEM-01900,23800.0,2025-04-28,cash,Loan Repayment,PMT-02326
JUTEM-01901,14400.0,2025-06-23,cash,Loan Repayment,PMT-02327
JUTEM-01902,4200.0,2025-06-26,cash,Loan Repayment,PMT-02328
JUTEM-01903,11900.0,2025-10-16,cash,Loan Repayment,PMT-02329
JUTEM-01904,203400.0,2025-12-19,cash,Loan Repayment,PMT-02330
JUTEM-01905,285750.0,2026-01-26,cash,Loan Repayment,PMT-02331
JUTEM-01906,10065.0,2026-02-13,cash,Loan Repayment,PMT-02332
JUTEM-01909,650000.0,2025-09-09,cash,Loan Repayment,PMT-02333
JUTEM-01910,520000.0,2025-11-08,cash,Loan Repayment,PMT-02334
JUTEM-01911,1950000.0,2026-01-07,cash,Loan Repayment,PMT-02335
JUTEM-01914,30801.0,2022-03-30,cash,Loan Repayment,PMT-02336
JUTEM-01915,35400.0,2022-06-27,cash,Loan Repayment,PMT-02337
JUTEM-01915,35400.0,2023-06-27,cash,Loan Repayment,PMT-02338
JUTEM-01916,10700.0,2023-03-03,cash,Loan Repayment,PMT-02339
JUTEM-01917,120000.0,2023-11-25,cash,Loan Repayment,PMT-02340
JUTEM-01918,52500.0,2024-07-16,cash,Loan Repayment,PMT-02341
JUTEM-01919,229500.0,2024-10-30,cash,Loan Repayment,PMT-02342
JUTEM-01919,229500.0,2024-11-30,cash,Loan Repayment,PMT-02343
JUTEM-01919,229500.0,2024-12-30,cash,Loan Repayment,PMT-02344
JUTEM-01919,229500.0,2025-01-30,cash,Loan Repayment,PMT-02345
JUTEM-01919,229500.0,2025-02-28,cash,Loan Repayment,PMT-02346
JUTEM-01919,229500.0,2025-03-30,cash,Loan Repayment,PMT-02347
JUTEM-01920,106200.0,2026-01-15,cash,Loan Repayment,PMT-02348
JUTEM-01921,31320.0,2026-02-26,cash,Loan Repayment,PMT-02349
JUTEM-01922,24000.0,2025-06-13,cash,Loan Repayment,PMT-02350
JUTEM-01922,24000.0,2025-07-13,cash,Loan Repayment,PMT-02351
JUTEM-01923,7800.0,2025-07-11,cash,Loan Repayment,PMT-02352
JUTEM-01924,24000.0,2025-08-15,cash,Loan Repayment,PMT-02353
JUTEM-01924,24000.0,2025-09-15,cash,Loan Repayment,PMT-02354
JUTEM-01925,3690.0,2025-10-31,cash,Loan Repayment,PMT-02355
JUTEM-01926,4200.0,2025-10-27,cash,Loan Repayment,PMT-02356
JUTEM-01926,4200.0,2025-11-27,cash,Loan Repayment,PMT-02357
JUTEM-01927,2400.0,2025-12-17,cash,Loan Repayment,PMT-02358
JUTEM-01928,8400.0,2025-12-25,cash,Loan Repayment,PMT-02359
JUTEM-01929,5400.0,2025-12-28,cash,Loan Repayment,PMT-02360
JUTEM-01929,5400.0,2026-02-28,cash,Loan Repayment,PMT-02361
JUTEM-01930,5400.0,2026-01-30,cash,Loan Repayment,PMT-02362
JUTEM-01931,6500.0,2026-02-28,cash,Loan Repayment,PMT-02363
JUTEM-01933,74000.0,2022-03-15,cash,Loan Repayment,PMT-02364
JUTEM-01934,135000.0,2022-08-01,cash,Loan Repayment,PMT-02365
JUTEM-01934,135000.0,2022-10-01,cash,Loan Repayment,PMT-02366
JUTEM-01935,121000.0,2022-10-22,cash,Loan Repayment,PMT-02367
JUTEM-01936,135000.0,2022-12-17,cash,Loan Repayment,PMT-02368
JUTEM-01937,12500.0,2021-10-01,cash,Loan Repayment,PMT-02369
JUTEM-01938,67500.0,2022-05-28,cash,Loan Repayment,PMT-02370
JUTEM-01939,121000.0,2022-09-22,cash,Loan Repayment,PMT-02371
JUTEM-01941,109600.0,2021-11-25,cash,Loan Repayment,PMT-02372
JUTEM-01942,115000.0,2021-10-17,cash,Loan Repayment,PMT-02373
JUTEM-01943,100000.0,2021-11-12,cash,Loan Repayment,PMT-02374
JUTEM-01944,31250.0,2024-02-19,cash,Loan Repayment,PMT-02375
JUTEM-01945,32812.5,2024-03-19,cash,Loan Repayment,PMT-02376
JUTEM-01946,11970.88,2025-04-08,cash,Loan Repayment,PMT-02377
JUTEM-01947,3125.0,2024-01-26,cash,Loan Repayment,PMT-02378
JUTEM-01948,6250.0,2024-02-22,cash,Loan Repayment,PMT-02379
JUTEM-01949,5280.0,2024-09-26,cash,Loan Repayment,PMT-02380
JUTEM-01949,5280.0,2024-10-26,cash,Loan Repayment,PMT-02381
JUTEM-01950,5895.0,2024-11-26,cash,Loan Repayment,PMT-02382
JUTEM-01950,5895.0,2024-12-26,cash,Loan Repayment,PMT-02383
JUTEM-01951,5680.0,2025-01-29,cash,Loan Repayment,PMT-02384
JUTEM-01951,5680.0,2025-02-28,cash,Loan Repayment,PMT-02385
JUTEM-01951,5680.0,2025-03-29,cash,Loan Repayment,PMT-02386
JUTEM-01952,10115.2,2025-04-17,cash,Loan Repayment,PMT-02387
JUTEM-01953,3000.0,2025-06-30,cash,Loan Repayment,PMT-02388
JUTEM-01954,5950.0,2025-07-27,cash,Loan Repayment,PMT-02389
JUTEM-01955,2460.0,2024-02-25,cash,Loan Repayment,PMT-02390
JUTEM-01955,2300.0,2024-03-25,cash,Loan Repayment,PMT-02391
JUTEM-01955,2400.0,2024-06-25,cash,Loan Repayment,PMT-02392
JUTEM-01955,2400.0,2024-09-25,cash,Loan Repayment,PMT-02393
JUTEM-01955,2400.0,2024-12-25,cash,Loan Repayment,PMT-02394
JUTEM-01955,2400.0,2025-01-25,cash,Loan Repayment,PMT-02395
JUTEM-01956,2400.0,2024-08-27,cash,Loan Repayment,PMT-02396
JUTEM-01957,2400.0,2024-11-27,cash,Loan Repayment,PMT-02397
JUTEM-01957,2300.0,2025-05-27,cash,Loan Repayment,PMT-02398
JUTEM-01957,2400.0,2025-06-27,cash,Loan Repayment,PMT-02399
JUTEM-01958,2875.0,2025-03-25,cash,Loan Repayment,PMT-02400
JUTEM-01958,3000.0,2025-11-25,cash,Loan Repayment,PMT-02401
JUTEM-01958,3000.0,2025-12-25,cash,Loan Repayment,PMT-02402
JUTEM-01958,3000.0,2026-02-25,cash,Loan Repayment,PMT-02403
JUTEM-01958,2875.0,2026-02-25,cash,Loan Repayment,PMT-02404
JUTEM-01959,12000.0,2026-01-27,cash,Loan Repayment,PMT-02405
JUTEM-01960,7150.0,2026-02-28,cash,Loan Repayment,PMT-02406
JUTEM-01961,15000.0,2022-06-17,cash,Loan Repayment,PMT-02407
JUTEM-01962,31250.0,2023-02-28,cash,Loan Repayment,PMT-02408
JUTEM-01964,48125.0,2023-10-07,cash,Loan Repayment,PMT-02409
JUTEM-01965,131100.0,2025-05-24,cash,Loan Repayment,PMT-02410
JUTEM-01966,43200.0,2025-07-25,cash,Loan Repayment,PMT-02411
JUTEM-01967,142800.0,2025-08-30,cash,Loan Repayment,PMT-02412
JUTEM-01968,56400.0,2025-09-06,cash,Loan Repayment,PMT-02413
JUTEM-01969,217442.25,2025-09-25,cash,Loan Repayment,PMT-02414
JUTEM-01970,255494.35,2025-10-30,cash,Loan Repayment,PMT-02415
JUTEM-01971,799500.0,2025-12-20,cash,Loan Repayment,PMT-02416
JUTEM-01974,17600.0,2023-08-30,cash,Loan Repayment,PMT-02417
JUTEM-01975,6000.0,2024-05-28,cash,Loan Repayment,PMT-02418
JUTEM-01976,5850.0,2024-12-14,cash,Loan Repayment,PMT-02419
JUTEM-01977,4600.0,2025-01-27,cash,Loan Repayment,PMT-02420
JUTEM-01978,22500.0,2025-02-27,cash,Loan Repayment,PMT-02421
JUTEM-01978,23200.0,2025-06-27,cash,Loan Repayment,PMT-02422
JUTEM-01979,13560.0,2025-05-30,cash,Loan Repayment,PMT-02423
JUTEM-01980,16675.0,2022-04-04,cash,Loan Repayment,PMT-02424
JUTEM-01982,6100.0,2024-01-24,cash,Loan Repayment,PMT-02425
JUTEM-01982,6100.0,2024-02-24,cash,Loan Repayment,PMT-02426
JUTEM-01982,6150.0,2024-08-24,cash,Loan Repayment,PMT-02427
JUTEM-01982,6150.0,2024-10-24,cash,Loan Repayment,PMT-02428
JUTEM-01983,12300.0,2024-03-25,cash,Loan Repayment,PMT-02429
JUTEM-01984,6150.0,2024-04-22,cash,Loan Repayment,PMT-02430
JUTEM-01985,6150.0,2024-05-20,cash,Loan Repayment,PMT-02431
JUTEM-01986,3690.0,2024-06-21,cash,Loan Repayment,PMT-02432
JUTEM-01987,3690.0,2024-07-23,cash,Loan Repayment,PMT-02433
JUTEM-01988,12000.0,2024-11-21,cash,Loan Repayment,PMT-02434
JUTEM-01989,14520.0,2025-02-22,cash,Loan Repayment,PMT-02435
JUTEM-01990,15125.0,2025-03-22,cash,Loan Repayment,PMT-02436
JUTEM-01991,6150.0,2024-09-24,cash,Loan Repayment,PMT-02437
JUTEM-01991,5500.0,2024-10-24,cash,Loan Repayment,PMT-02438
JUTEM-01991,5750.0,2025-10-24,cash,Loan Repayment,PMT-02439
JUTEM-01992,12000.0,2024-12-21,cash,Loan Repayment,PMT-02440
JUTEM-01992,12100.0,2025-01-21,cash,Loan Repayment,PMT-02441
JUTEM-01992,12100.0,2025-04-21,cash,Loan Repayment,PMT-02442
JUTEM-01993,12100.0,2025-05-24,cash,Loan Repayment,PMT-02443
JUTEM-01994,13915.0,2025-06-24,cash,Loan Repayment,PMT-02444
JUTEM-01995,13200.0,2025-07-24,cash,Loan Repayment,PMT-02445
JUTEM-01995,13200.0,2025-08-24,cash,Loan Repayment,PMT-02446
JUTEM-01996,7320.0,2025-08-05,cash,Loan Repayment,PMT-02447
JUTEM-01997,8508.0,2025-09-24,cash,Loan Repayment,PMT-02448
JUTEM-01998,10115.0,2025-10-24,cash,Loan Repayment,PMT-02449
JUTEM-01999,16065.0,2025-11-23,cash,Loan Repayment,PMT-02450
JUTEM-02000,3584.0,2025-11-24,cash,Loan Repayment,PMT-02451
JUTEM-02001,20266.99,2025-12-24,cash,Loan Repayment,PMT-02452
JUTEM-02003,18000.0,2025-09-18,cash,Loan Repayment,PMT-02453
JUTEM-02004,8185.5,2025-09-29,cash,Loan Repayment,PMT-02454
JUTEM-02005,29750.0,2025-10-26,cash,Loan Repayment,PMT-02455
JUTEM-02006,28762.5,2025-12-27,cash,Loan Repayment,PMT-02456
JUTEM-02007,23120.16,2026-02-25,cash,Loan Repayment,PMT-02457
JUTEM-02009,30000.0,2025-05-22,cash,Loan Repayment,PMT-02458
JUTEM-02010,12100.0,2025-04-19,cash,Loan Repayment,PMT-02459
JUTEM-02012,8000.3,2024-07-17,cash,Loan Repayment,PMT-02460
JUTEM-02013,17850.0,2024-09-24,cash,Loan Repayment,PMT-02461
JUTEM-02014,125000.0,2024-11-02,cash,Loan Repayment,PMT-02462
JUTEM-02015,238000.0,2025-01-09,cash,Loan Repayment,PMT-02463
JUTEM-02016,330000.0,2025-03-12,cash,Loan Repayment,PMT-02464
JUTEM-02017,341250.0,2025-04-12,cash,Loan Repayment,PMT-02465
JUTEM-02018,258000.0,2025-05-23,cash,Loan Repayment,PMT-02466
JUTEM-02018,258000.0,2025-06-23,cash,Loan Repayment,PMT-02467
JUTEM-02019,67200.0,2025-05-27,cash,Loan Repayment,PMT-02468
JUTEM-02020,342510.0,2025-06-10,cash,Loan Repayment,PMT-02469
JUTEM-02021,396700.2,2025-08-30,cash,Loan Repayment,PMT-02470
JUTEM-02022,5150.0,2025-08-15,cash,Loan Repayment,PMT-02471
JUTEM-02023,376865.19,2025-09-15,cash,Loan Repayment,PMT-02472
JUTEM-02024,544599.75,2025-10-15,cash,Loan Repayment,PMT-02473
JUTEM-02025,407432.3,2025-10-31,cash,Loan Repayment,PMT-02474
JUTEM-02026,927342.12,2026-01-18,cash,Loan Repayment,PMT-02475
JUTEM-02027,187500.0,2025-01-15,cash,Loan Repayment,PMT-02476
JUTEM-02028,184995.0,2025-02-25,cash,Loan Repayment,PMT-02477
JUTEM-02029,276000.0,2025-06-29,cash,Loan Repayment,PMT-02478
JUTEM-02030,280800.0,2025-09-23,cash,Loan Repayment,PMT-02479
JUTEM-02031,660000.0,2025-11-17,cash,Loan Repayment,PMT-02480
JUTEM-02032,433200.0,2025-12-17,cash,Loan Repayment,PMT-02481
JUTEM-02033,12000.0,2022-05-21,cash,Loan Repayment,PMT-02482
JUTEM-02033,12000.0,2023-05-21,cash,Loan Repayment,PMT-02483
JUTEM-02033,12000.0,2023-07-21,cash,Loan Repayment,PMT-02484
JUTEM-02033,12000.0,2023-08-21,cash,Loan Repayment,PMT-02485
JUTEM-02033,11800.0,2024-05-21,cash,Loan Repayment,PMT-02486
JUTEM-02033,12000.0,2024-06-21,cash,Loan Repayment,PMT-02487
JUTEM-02033,11800.0,2025-07-21,cash,Loan Repayment,PMT-02488
JUTEM-02034,14400.0,2023-09-20,cash,Loan Repayment,PMT-02489
JUTEM-02034,14280.0,2024-07-20,cash,Loan Repayment,PMT-02490
JUTEM-02035,2000.0,2024-12-22,cash,Loan Repayment,PMT-02491
JUTEM-02035,2000.0,2025-01-22,cash,Loan Repayment,PMT-02492
JUTEM-02036,17000.0,2025-02-22,cash,Loan Repayment,PMT-02493
JUTEM-02037,24000.0,2025-03-21,cash,Loan Repayment,PMT-02494
JUTEM-02037,23600.0,2025-04-21,cash,Loan Repayment,PMT-02495
JUTEM-02038,21948.0,2025-05-21,cash,Loan Repayment,PMT-02496
JUTEM-02039,17700.0,2025-09-22,cash,Loan Repayment,PMT-02497
JUTEM-02040,22948.64,2025-06-21,cash,Loan Repayment,PMT-02498
JUTEM-02041,3125.0,2023-12-11,cash,Loan Repayment,PMT-02499
JUTEM-02042,16200.0,2023-10-17,cash,Loan Repayment,PMT-02500
JUTEM-02043,19764.0,2023-11-15,cash,Loan Repayment,PMT-02501
JUTEM-02044,30000.0,2022-10-22,cash,Loan Repayment,PMT-02502
JUTEM-02045,6250.0,2021-11-30,cash,Loan Repayment,PMT-02503
JUTEM-02047,48000.0,2022-06-20,cash,Loan Repayment,PMT-02504
JUTEM-02048,73500.0,2022-10-21,cash,Loan Repayment,PMT-02505
